,ESTU_TIENEETNIA,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_TIENEINTERNET,FAMI_TIENESERVICIOTV,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,FAMI_SITUACIONECONOMICA,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,COLE_NATURALEZA,COLE_BILINGUE,COLE_CARACTER,COLE_AREA_UBICACION,COLE_JORNADA,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,PUNT_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,PUNT_INGLES,PUNT_GLOBAL,CALIFICACION
14753,0,1,3,2,1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,2,3,51,61,65,58,54,292,GANO
14754,0,5,1,2,1,1,1,1,1,0,0,0,2,1,1,2,0,0,1,2,3,60,49,53,56,57,273,GANO
14755,0,1,2,4,1,1,1,1,1,1,1,0,2,2,2,3,0,0,1,2,5,67,63,63,60,65,317,GANO
14756,0,3,2,3,1,1,1,1,1,1,0,0,1,1,1,3,0,0,2,2,1,63,56,54,61,83,302,GANO
14757,0,6,1,2,1,1,1,1,1,1,1,0,2,1,4,3,0,0,1,2,1,66,72,70,71,74,350,GANO
14760,0,4,2,2,1,1,1,1,1,1,0,1,3,1,1,3,0,0,1,1,5,81,81,70,74,100,392,GANO
14765,0,2,2,3,1,1,0,1,0,0,1,0,0,1,1,2,0,0,1,2,2,35,46,47,45,50,219,REGULAR
14767,0,3,2,3,1,1,1,1,0,1,1,0,3,2,0,2,0,0,1,2,1,58,62,52,58,48,284,GANO
14770,0,5,2,2,1,1,1,1,1,1,0,0,3,2,1,3,0,1,1,2,5,66,68,56,68,81,329,GANO
14771,0,1,2,3,1,1,1,1,1,1,1,0,0,1,1,2,0,0,2,2,1,61,59,61,68,56,309,GANO
14773,0,2,3,4,1,1,1,1,1,1,1,1,0,2,0,1,0,0,1,2,5,63,61,63,57,62,305,GANO
14774,0,1,1,3,1,1,1,1,1,1,1,1,0,2,4,2,0,0,1,2,1,53,47,46,53,52,250,REGULAR
14775,0,2,2,3,1,1,1,1,1,0,1,1,0,1,1,3,0,0,1,2,1,66,54,53,71,76,311,GANO
14777,0,3,2,2,1,1,0,1,1,0,0,0,0,1,2,3,0,0,1,2,1,61,54,56,54,52,280,GANO
14778,0,3,2,3,1,1,1,1,1,0,1,1,2,1,0,3,0,0,2,2,1,46,46,42,38,48,217,REGULAR
14779,0,1,3,4,1,1,1,1,1,1,1,0,1,1,0,2,0,0,2,2,1,69,64,64,70,75,337,GANO
14780,0,2,2,2,1,1,1,1,1,1,0,0,3,1,3,2,0,0,1,2,1,65,65,66,61,83,328,GANO
14781,0,5,2,4,1,1,1,1,1,1,1,1,3,2,3,2,0,0,1,2,5,62,63,54,75,81,324,GANO
14782,0,5,2,3,1,1,1,1,1,1,0,1,1,2,4,3,0,0,1,2,5,62,66,63,57,78,316,GANO
14783,0,2,3,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,2,5,51,43,41,54,26,228,REGULAR
14785,0,3,2,2,1,1,1,1,1,0,0,1,2,1,1,1,0,0,3,2,4,53,43,45,44,52,233,REGULAR
14786,0,6,3,4,1,1,1,1,1,1,0,1,2,2,2,3,0,0,1,2,5,58,53,62,57,77,295,GANO
14787,0,2,4,3,1,1,1,1,0,0,1,0,0,1,1,3,0,0,1,2,4,46,45,50,51,48,240,REGULAR
14788,0,3,1,2,1,1,1,0,1,0,0,0,3,2,0,4,0,0,1,2,5,41,51,45,44,59,232,REGULAR
14793,0,3,3,5,1,1,1,1,1,0,1,0,1,1,4,1,0,0,1,2,3,53,52,49,52,61,261,GANO
14794,0,3,3,3,1,1,1,1,1,1,0,0,1,1,4,2,0,0,3,2,1,50,44,38,40,56,220,REGULAR
14800,1,3,4,4,1,1,0,0,0,0,0,0,2,1,2,1,0,1,2,2,5,70,66,65,65,82,338,GANO
14801,0,2,2,3,1,1,1,1,1,1,0,1,2,2,0,2,0,0,1,2,4,53,49,41,57,58,253,GANO
14803,0,3,2,2,1,1,1,1,1,0,0,1,2,1,0,2,0,0,1,2,1,56,47,47,57,53,259,GANO
14805,0,2,3,3,1,1,1,1,1,0,1,1,2,1,1,3,1,0,1,2,3,58,57,52,42,43,258,GANO
14806,0,2,2,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,1,59,58,60,56,52,289,GANO
14807,0,3,1,2,1,1,1,1,1,0,1,1,0,1,1,3,0,0,1,2,1,63,65,60,56,66,307,GANO
14808,0,4,2,2,1,1,1,1,0,0,0,0,0,1,1,3,0,0,2,2,1,54,59,62,46,48,273,GANO
14811,0,2,2,3,1,0,1,1,0,1,1,0,0,1,0,1,0,0,3,2,1,54,48,47,42,56,242,REGULAR
14812,0,2,4,4,1,1,1,1,1,0,1,0,2,0,4,2,0,0,1,2,1,49,45,47,47,55,238,REGULAR
14813,0,2,3,2,1,1,1,1,1,0,1,1,0,1,4,0,0,0,1,2,1,63,58,58,62,52,298,GANO
14814,0,4,3,6,1,1,1,1,1,1,0,1,3,2,1,3,0,0,1,2,5,69,72,72,69,78,355,GANO
14817,0,4,2,4,1,1,1,1,1,1,0,0,2,2,3,3,0,0,1,2,5,77,78,71,73,79,375,GANO
14818,0,2,2,2,1,0,1,1,1,0,1,0,1,1,2,3,0,0,2,2,5,57,39,47,39,48,228,REGULAR
14821,0,3,4,3,1,1,1,1,1,0,1,0,0,0,1,2,0,0,2,2,1,58,51,50,46,46,254,GANO
14822,0,3,1,2,0,0,1,1,0,1,0,0,2,2,4,0,0,0,1,2,1,52,38,56,54,46,248,REGULAR
14824,0,2,2,3,1,1,1,1,0,0,0,1,3,2,2,3,0,0,2,2,5,54,47,47,42,42,235,REGULAR
14826,0,3,2,2,1,1,1,1,1,1,1,1,1,2,1,2,0,0,2,2,1,61,71,65,62,69,325,GANO
14829,0,2,4,3,1,0,1,1,0,0,1,0,2,0,1,2,0,0,1,2,3,41,32,45,41,38,198,REGULAR
14830,0,2,2,3,1,1,1,1,1,0,1,0,3,1,1,1,0,0,1,2,1,50,45,47,41,43,228,REGULAR
14833,0,2,1,2,1,1,1,0,1,0,0,0,0,1,4,3,0,0,1,2,1,56,51,49,43,56,251,GANO
14835,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,4,1,1,3,2,3,59,34,48,44,40,229,REGULAR
14836,0,2,3,3,1,1,0,1,1,0,1,0,1,1,1,2,0,0,1,2,1,53,53,45,48,62,253,GANO
14837,0,3,3,3,1,1,1,1,1,1,1,1,2,1,4,3,0,0,2,2,1,66,64,62,66,75,327,GANO
14838,0,2,2,3,1,1,1,1,1,0,1,0,0,1,0,3,0,0,1,2,1,50,42,41,49,45,227,REGULAR
14839,0,3,2,3,1,1,1,1,1,0,0,0,0,1,1,2,0,0,1,2,4,53,34,36,40,37,202,REGULAR
14840,0,4,2,3,1,1,0,0,0,0,0,0,0,1,4,0,0,0,1,2,4,33,15,37,42,40,162,REGULAR
14842,0,2,4,4,1,1,1,1,1,0,0,0,0,0,4,3,0,0,3,2,4,48,42,41,42,26,210,REGULAR
14843,0,3,2,4,1,1,1,1,1,1,0,0,2,1,1,3,0,0,1,2,5,60,61,58,56,53,292,GANO
14847,0,3,2,3,1,1,1,1,1,1,1,0,0,1,0,3,0,0,2,2,1,74,57,60,56,58,307,GANO
14848,0,3,2,3,0,0,1,1,1,1,1,0,0,2,4,0,0,0,2,2,1,55,52,45,44,58,248,REGULAR
14849,0,3,2,2,1,1,1,1,1,0,1,0,0,0,1,3,0,0,2,2,1,57,56,51,51,67,274,GANO
14850,0,4,3,3,1,1,1,1,1,1,0,0,0,0,0,2,0,0,2,2,5,58,41,53,59,53,264,GANO
14851,0,3,2,2,1,0,0,0,0,0,1,0,0,1,2,0,0,0,3,2,1,62,60,59,53,54,291,GANO
14852,0,3,5,6,1,1,1,1,1,1,1,0,1,1,0,3,0,0,2,2,1,50,38,40,37,44,207,REGULAR
14853,0,3,2,2,1,0,1,0,1,1,0,0,2,1,0,1,0,0,3,2,1,72,64,64,62,73,330,GANO
14855,0,1,3,3,1,1,1,1,0,0,1,0,0,1,0,2,0,0,1,2,1,51,51,55,39,69,253,GANO
14858,0,3,1,2,1,1,1,1,1,1,0,0,2,0,3,2,0,0,1,2,5,65,70,69,67,69,339,GANO
14859,0,4,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,1,2,5,71,71,68,64,62,340,GANO
14860,0,3,2,2,1,1,1,1,1,1,0,1,1,1,4,0,0,0,3,1,5,59,58,58,57,60,291,GANO
14861,0,3,2,3,1,1,1,1,1,0,1,0,0,1,1,2,0,0,1,2,5,66,61,46,60,63,293,GANO
14862,0,4,2,2,1,1,1,1,1,1,0,1,1,1,3,3,0,0,1,2,1,66,72,69,67,81,347,GANO
14863,0,2,2,2,1,1,1,1,1,1,1,0,2,0,1,2,0,0,2,2,5,76,64,65,68,71,342,GANO
14864,0,4,3,4,1,1,1,1,1,1,1,0,0,1,0,0,0,0,3,2,2,49,44,51,50,55,245,REGULAR
14865,0,3,3,3,1,1,1,1,1,0,1,1,0,1,0,2,0,0,1,2,1,52,49,47,46,50,243,REGULAR
14866,0,2,2,2,1,1,1,1,0,1,0,0,0,1,0,2,0,0,1,2,1,54,40,46,38,49,224,REGULAR
14867,0,4,3,4,1,1,1,1,1,1,0,0,2,2,0,2,0,0,1,2,5,76,65,67,66,73,344,GANO
14868,0,3,3,2,1,0,0,0,1,0,0,0,2,0,1,2,0,0,3,2,1,67,63,61,64,76,323,GANO
14869,0,3,2,2,1,1,1,1,1,1,1,0,1,1,1,2,0,0,3,2,5,67,69,65,66,65,333,GANO
14872,1,3,2,2,1,0,1,1,0,0,0,0,1,0,4,0,0,0,1,2,3,44,50,48,45,42,232,REGULAR
14874,0,3,2,2,1,1,1,1,1,1,0,0,2,1,2,3,0,0,1,2,0,68,78,74,79,100,383,GANO
14876,0,3,2,3,1,1,1,1,1,0,1,1,2,2,0,3,0,0,1,2,1,62,65,60,69,61,319,GANO
14877,0,2,3,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,1,5,51,50,54,55,56,264,GANO
14879,0,6,2,3,1,1,1,1,1,1,0,1,2,2,0,2,0,0,1,2,5,62,59,56,57,58,292,GANO
14880,0,4,2,4,1,1,1,1,1,1,0,1,0,1,4,3,0,0,0,2,1,31,36,30,32,30,160,REGULAR
14881,0,3,5,4,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,2,3,39,43,31,29,27,174,REGULAR
14882,0,3,4,2,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,2,3,50,29,34,39,26,185,REGULAR
14884,0,3,1,4,1,1,1,1,1,0,0,0,2,1,0,1,0,0,1,2,3,68,61,58,61,61,310,GANO
14885,0,3,2,3,1,1,1,1,1,0,0,0,3,1,1,2,0,0,1,2,3,74,63,62,67,74,335,GANO
14892,0,2,3,4,1,1,1,1,1,1,1,1,3,1,4,3,0,0,2,2,1,67,65,67,58,62,320,GANO
14893,0,1,1,2,1,1,1,1,1,1,1,0,0,0,1,2,0,0,2,2,1,59,54,55,53,48,273,GANO
14894,0,3,1,1,1,1,0,0,0,0,0,0,0,1,2,2,0,0,1,2,1,63,59,59,62,72,308,GANO
14895,0,2,2,5,1,1,1,1,1,1,1,0,1,1,4,2,0,0,1,2,1,53,63,58,49,60,280,GANO
14896,0,1,2,4,1,0,0,1,1,1,1,0,1,1,4,1,0,0,1,2,1,65,62,62,64,51,312,GANO
14897,0,1,4,5,1,1,1,1,1,0,1,0,2,1,1,1,0,0,1,2,1,57,56,59,64,58,295,GANO
14898,0,5,3,3,1,1,1,1,1,1,1,1,2,1,0,1,0,0,1,2,5,63,71,66,56,68,322,GANO
14900,0,3,2,2,1,1,1,1,1,1,1,0,1,2,0,2,0,0,1,2,5,64,68,59,63,73,321,GANO
14901,0,3,2,2,1,1,1,1,0,0,1,0,2,1,0,2,0,0,1,2,4,45,39,44,56,36,226,REGULAR
14902,0,3,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2,1,43,30,33,41,36,183,REGULAR
14903,0,1,4,2,1,0,0,1,1,0,0,0,0,1,4,0,0,0,3,2,4,39,43,39,43,48,208,REGULAR
14905,0,3,1,2,1,1,1,1,0,1,0,1,0,1,4,3,0,0,1,2,5,71,82,79,78,82,389,GANO
14906,0,3,2,3,1,1,1,1,1,0,0,1,1,1,0,3,0,0,1,2,1,66,43,53,56,54,272,GANO
14907,1,2,2,4,1,1,1,1,0,1,0,0,0,0,0,2,0,0,1,2,2,49,58,55,59,58,277,GANO
14908,0,2,5,6,1,1,1,1,0,0,0,0,2,1,1,4,0,0,3,2,1,41,37,43,38,47,202,REGULAR
14909,0,2,3,4,1,1,1,1,1,1,1,1,2,1,4,3,0,0,1,2,4,53,48,38,50,51,238,REGULAR
14911,0,2,2,3,0,1,1,1,0,1,0,0,0,1,4,1,0,0,3,2,1,55,65,57,59,62,296,GANO
14912,0,3,2,3,1,1,1,1,1,1,1,0,0,1,0,3,0,0,2,2,1,72,75,67,63,69,346,GANO
14913,0,3,3,4,1,1,1,1,0,0,0,1,2,2,4,2,0,0,3,2,2,49,50,51,52,55,254,GANO
14915,0,4,3,3,1,1,1,1,1,1,1,1,1,2,0,2,0,0,1,2,1,53,55,53,56,60,273,GANO
14917,0,5,3,4,1,1,1,1,1,1,0,1,2,1,4,1,0,0,1,2,5,65,72,62,66,58,328,GANO
14918,0,3,2,2,1,1,0,1,0,1,0,0,1,0,0,2,0,0,1,2,5,66,58,58,50,74,296,GANO
14919,0,3,1,2,1,1,1,1,0,1,0,0,0,0,2,2,0,0,2,2,0,72,71,69,74,63,354,GANO
14923,0,5,4,6,1,1,1,1,1,1,0,1,1,1,4,2,0,1,1,2,5,60,66,57,70,77,322,GANO
14924,0,4,2,3,1,1,1,1,1,1,0,1,2,1,0,2,0,0,1,2,5,59,52,46,48,59,259,GANO
14925,0,3,2,2,1,1,1,1,1,0,0,0,3,1,3,2,0,0,2,2,5,62,69,61,59,79,320,GANO
14926,0,3,2,3,1,0,1,1,1,1,0,1,1,0,3,3,0,0,2,2,5,71,81,72,71,67,366,GANO
14927,0,3,2,3,1,1,1,1,1,1,1,0,0,1,1,2,0,0,3,2,5,67,61,62,61,52,310,GANO
14929,0,3,2,2,1,1,1,1,1,0,1,1,1,1,0,3,0,0,2,2,5,64,59,45,42,70,269,GANO
14930,0,6,2,3,1,1,1,1,1,1,0,1,2,2,4,0,0,0,1,2,5,68,64,65,62,80,330,GANO
14931,0,4,3,4,0,1,1,1,1,1,1,1,0,2,2,2,0,0,1,2,1,53,51,48,49,34,245,REGULAR
14934,0,6,3,3,1,1,1,1,1,1,0,1,2,1,0,3,0,1,1,2,5,70,64,61,69,74,333,GANO
14936,0,3,2,3,1,1,1,1,1,0,0,0,0,1,0,3,0,0,1,2,1,65,67,58,70,73,328,GANO
14937,0,6,2,4,1,1,1,1,1,1,0,0,1,2,4,3,0,0,1,2,1,45,58,57,51,41,259,GANO
14938,0,4,1,2,1,1,1,1,1,1,0,1,2,1,0,3,0,0,1,2,1,57,52,63,60,67,293,GANO
14943,0,4,2,3,1,0,1,1,1,0,1,0,1,2,4,2,0,0,1,2,4,35,28,33,32,44,165,REGULAR
14944,0,2,4,4,1,1,0,0,0,1,1,0,1,1,2,3,0,0,1,2,2,52,42,35,42,48,216,REGULAR
14946,0,0,5,5,0,1,0,1,0,0,1,0,1,2,0,1,1,0,1,1,4,33,37,29,29,38,162,REGULAR
14947,0,3,3,3,1,1,1,1,1,1,1,1,1,1,0,2,0,0,2,2,1,68,68,69,68,79,345,GANO
14948,0,4,3,4,1,1,1,1,1,1,1,1,2,2,1,3,0,0,1,2,5,67,62,57,69,60,317,GANO
14949,0,3,3,5,1,1,1,1,1,1,1,1,1,1,0,3,0,0,1,2,0,48,49,48,37,51,230,REGULAR
14950,0,3,1,2,1,1,1,1,1,0,1,1,0,1,1,3,0,0,1,2,1,49,49,48,47,59,245,REGULAR
14951,0,3,2,2,1,1,1,1,1,1,0,1,2,2,2,2,0,0,1,2,1,80,64,66,69,75,351,GANO
14952,0,2,2,4,1,1,1,1,1,0,1,0,1,1,4,2,0,0,2,2,1,56,52,56,57,49,274,GANO
14953,0,2,5,5,1,1,1,1,0,0,0,0,1,0,1,3,0,0,2,2,1,55,65,62,61,71,308,GANO
14954,0,3,3,3,1,1,1,1,1,1,0,1,1,2,4,3,0,0,1,2,3,47,57,48,49,49,251,GANO
14955,0,3,1,2,1,1,1,1,1,1,0,0,2,1,0,0,0,0,1,2,3,55,62,53,59,53,285,GANO
14958,0,3,3,3,1,1,0,1,0,0,0,0,2,1,4,1,0,0,1,2,1,48,56,40,40,53,233,REGULAR
14959,0,3,2,2,1,1,1,1,1,1,1,1,0,1,0,2,0,0,1,2,4,56,44,44,39,33,224,REGULAR
14960,0,5,3,5,1,1,1,1,1,1,1,1,1,1,0,3,0,0,1,2,5,71,71,69,66,79,350,GANO
14961,0,3,1,2,1,1,1,1,1,0,1,0,0,0,0,3,0,0,2,2,5,59,47,55,57,72,279,GANO
14962,0,3,1,2,1,1,0,1,1,0,0,0,0,2,1,2,0,0,2,2,0,53,47,45,50,47,243,REGULAR
14963,0,3,2,3,1,1,1,1,1,1,0,1,1,1,4,3,0,0,1,2,5,61,55,47,43,52,258,GANO
14965,0,1,2,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,2,2,1,51,46,44,50,38,235,REGULAR
14966,0,2,1,2,1,1,1,1,0,1,1,0,0,1,1,2,0,0,2,2,5,43,31,43,43,51,204,REGULAR
14967,0,3,3,4,1,1,0,1,0,0,0,0,0,1,4,1,0,0,3,2,1,64,66,59,55,55,303,GANO
14968,0,5,2,3,1,1,1,1,1,1,0,1,1,1,0,2,0,0,3,2,2,49,49,47,29,46,218,REGULAR
14969,0,2,2,2,1,1,1,1,1,0,1,0,2,1,3,2,0,0,1,2,5,58,57,57,56,60,286,GANO
14970,0,3,2,3,0,0,1,1,0,0,0,0,0,0,1,3,0,0,2,2,1,52,54,57,48,57,265,GANO
14971,0,3,1,2,0,1,0,0,0,1,0,0,0,0,1,2,0,0,1,2,1,62,43,44,50,44,247,REGULAR
14972,0,3,1,2,1,1,1,1,0,1,0,1,2,1,1,2,0,0,3,1,5,59,57,50,62,81,294,GANO
14974,0,2,3,4,1,1,1,1,0,0,1,0,0,2,4,2,0,0,3,1,5,59,61,60,60,53,297,GANO
14975,0,1,2,3,1,1,1,1,1,1,0,1,0,1,1,3,0,0,3,1,5,67,67,62,70,71,334,GANO
14976,0,2,2,4,1,1,1,1,1,0,0,1,1,1,1,3,0,0,2,2,1,55,60,60,50,53,280,GANO
14977,0,3,2,3,1,1,1,1,1,0,0,0,0,1,4,1,0,0,2,2,1,56,58,62,56,63,292,GANO
14978,0,3,2,3,1,1,1,1,0,1,0,0,1,0,1,2,0,0,2,2,5,76,73,69,72,74,363,GANO
14981,0,3,2,3,1,1,1,1,0,0,0,1,1,1,2,3,0,0,1,2,1,74,68,61,64,79,338,GANO
14982,0,2,2,2,1,1,1,1,1,0,1,0,1,1,0,3,0,0,3,2,5,55,77,63,65,60,323,GANO
14984,0,4,3,4,1,1,1,1,1,0,0,0,1,2,0,2,0,0,1,2,5,75,67,69,68,62,346,GANO
14985,0,2,3,4,1,1,1,1,1,1,0,1,3,1,4,0,0,0,3,2,5,65,70,67,62,55,326,GANO
14986,0,3,2,3,1,1,1,1,1,1,0,1,1,1,4,2,0,0,1,2,1,53,54,53,46,62,262,GANO
14987,0,3,3,4,1,1,1,1,1,1,0,1,2,2,1,1,0,0,1,2,1,70,62,66,65,61,327,GANO
14988,0,5,2,3,1,1,1,1,1,1,0,1,3,2,4,0,0,1,1,2,5,64,75,73,70,80,356,GANO
14989,0,2,2,4,1,1,1,1,1,0,0,1,1,1,1,3,0,1,1,2,5,75,66,69,74,89,362,GANO
14992,0,2,2,2,1,1,1,1,1,0,1,0,2,2,1,3,0,0,3,1,5,77,62,68,74,73,352,GANO
14994,0,3,2,3,1,1,1,1,0,0,0,1,3,1,2,3,1,0,1,2,3,56,56,59,52,60,280,GANO
14996,0,5,2,2,1,0,1,1,0,0,0,0,1,1,2,3,0,0,1,2,5,62,52,50,58,54,277,GANO
14997,0,5,1,2,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,2,5,48,46,36,50,76,237,REGULAR
15000,0,3,2,2,1,1,1,1,1,0,1,0,1,2,2,1,0,0,1,2,3,41,47,44,34,43,208,REGULAR
15001,0,3,2,2,1,1,1,1,0,0,1,1,2,2,1,3,1,0,1,2,3,57,53,40,30,47,226,REGULAR
