FAMI_ESTRATOVIVIENDA;FAMI_TIENEINTERNET;FAMI_TIENESERVICIOTV;FAMI_TIENECOMPUTADOR;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENEAUTOMOVIL;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_NUMLIBROS;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONINTERNET;COLE_BILINGUE;COLE_JORNADA;PUNT_LECTURA_CRITICA;PUNT_MATEMATICAS;PUNT_C_NATURALES;PUNT_SOCIALES_CIUDADANAS;PUNT_INGLES;PUNT_GLOBAL;CALIFICACION
6;1;1;1;1;1;1;2;2;3;0;5;64;68;66;68;80;338;0
5;1;1;1;1;1;1;2;1;2;1;5;71;77;71;67;83;362;0
5;1;1;1;1;1;1;3;1;3;0;5;66;64;69;68;83;340;0
6;1;1;1;1;1;1;2;1;1;0;5;59;61;52;54;79;291;0
6;1;1;1;1;1;1;3;1;2;1;5;57;64;52;58;80;297;0
6;1;1;1;1;1;1;2;1;2;0;5;67;62;65;70;80;335;0
4;1;1;1;1;1;1;3;1;2;0;5;67;75;67;72;100;363;0
6;1;1;1;1;1;0;3;1;4;1;5;62;69;62;54;71;312;0
5;1;1;1;1;1;1;3;1;2;1;5;69;63;62;64;83;330;0
4;1;1;1;1;1;1;3;2;3;1;5;67;64;65;68;69;331;0
4;1;1;1;1;1;1;3;1;3;1;5;70;100;74;80;84;406;0
5;1;1;1;1;1;1;2;2;2;0;5;76;78;79;71;88;385;0
5;1;1;1;1;1;1;3;1;2;1;5;66;72;71;72;77;354;0
6;1;1;1;1;1;1;2;2;2;0;5;69;100;64;65;84;376;0
6;1;1;1;1;1;1;3;2;0;0;5;78;75;68;71;82;368;0
6;1;1;1;1;1;1;3;2;2;1;5;68;69;68;66;89;347;0
6;1;1;1;1;1;1;3;1;3;1;5;72;75;71;72;81;366;0
3;1;1;1;0;1;1;2;2;2;0;5;78;79;73;76;85;386;0
3;1;1;1;1;1;1;2;2;3;1;5;65;61;58;60;81;313;0
6;1;1;1;1;1;1;2;1;2;1;5;62;69;63;58;82;322;0
6;1;1;1;1;1;1;2;1;2;1;5;57;65;52;46;81;285;0
6;1;1;1;1;1;1;2;1;2;1;5;100;100;79;84;90;453;0
6;1;1;1;1;1;1;2;1;2;1;5;66;70;54;67;83;328;0
6;1;1;1;1;1;1;3;1;3;1;5;72;77;59;55;83;335;0
4;1;1;1;1;1;1;1;2;2;1;5;69;75;68;62;80;347;0
4;1;1;1;1;1;1;2;0;3;0;1;53;51;49;30;47;229;2
5;1;1;1;1;1;1;3;1;3;1;5;68;74;68;65;80;348;0
6;1;1;1;1;1;1;3;0;2;1;5;74;74;68;72;79;363;0
4;1;1;1;1;1;1;3;2;1;0;5;73;83;78;74;85;388;0
5;1;1;1;1;1;1;3;1;3;1;5;57;63;57;67;81;313;0
5;1;1;1;1;1;1;3;1;3;0;5;74;77;71;70;84;369;0
6;1;1;1;1;1;1;3;1;2;0;5;76;82;71;73;88;382;0
6;1;1;1;1;1;1;2;2;2;1;5;71;67;70;72;84;355;0
6;1;1;1;1;1;0;3;1;3;0;5;70;68;60;63;81;332;0
5;1;1;1;1;1;1;3;2;3;1;5;69;70;66;65;74;340;0
6;1;1;1;1;1;1;3;1;3;1;5;68;67;61;51;82;317;0
5;1;1;1;1;1;0;3;1;0;1;5;76;71;68;76;82;367;0
4;1;1;1;1;1;1;1;1;1;1;5;71;78;72;79;83;378;0
5;1;1;1;1;1;1;3;1;3;1;5;68;76;68;66;81;352;0
5;1;1;1;1;1;1;2;1;2;1;5;66;71;63;59;100;337;0
5;1;1;1;1;1;1;3;2;3;1;5;65;63;62;63;79;322;0
6;1;1;1;1;1;0;2;0;3;1;5;81;73;75;74;100;388;0
5;1;1;1;1;1;1;3;2;3;1;5;60;67;58;67;79;321;0
6;1;1;1;1;1;0;2;2;1;1;5;66;73;66;63;83;341;0
6;1;0;1;1;1;1;3;0;3;1;5;67;56;54;62;83;308;0
6;1;1;1;1;1;1;3;1;2;1;5;69;72;70;73;77;357;0
6;1;1;1;1;1;1;2;2;2;0;5;71;70;63;73;86;353;0
5;1;1;1;1;1;1;3;1;3;1;5;72;67;61;64;89;339;0
6;1;1;1;1;1;1;2;1;2;1;5;75;71;74;72;86;370;0
5;1;0;1;1;1;1;3;1;2;1;5;77;73;78;74;86;382;0
3;1;1;1;1;0;0;1;2;3;0;0;41;40;40;33;50;197;2
2;1;1;1;1;0;0;1;1;0;0;5;60;67;59;59;72;310;0
5;1;1;1;1;1;1;3;1;2;1;5;71;70;63;60;78;335;0
6;1;1;1;1;1;1;2;1;2;1;5;66;71;64;68;86;343;0
6;1;1;1;1;1;1;2;1;2;0;5;66;67;65;64;78;332;0
5;1;1;1;1;1;1;3;2;1;1;5;72;77;74;74;83;375;0
6;1;1;1;1;1;0;3;1;2;0;5;74;74;72;72;86;370;0
5;1;1;1;1;1;1;2;1;2;1;5;65;77;74;81;100;381;0
5;1;1;1;1;1;1;3;1;2;0;5;77;71;69;80;86;376;0
6;1;1;1;1;1;1;3;1;3;0;5;57;51;50;45;75;263;0
4;1;1;1;1;1;1;3;1;3;0;5;65;64;72;57;85;330;0
6;1;1;1;1;1;1;2;2;3;1;5;65;64;64;63;81;327;0
3;1;1;1;1;0;0;0;1;2;0;5;62;61;61;54;71;302;0
5;1;1;1;1;1;0;2;2;3;1;5;67;71;70;71;100;360;0
2;1;1;1;0;1;1;0;2;2;0;2;55;66;58;57;57;294;0
6;1;1;1;1;1;1;3;2;3;1;5;66;56;64;65;80;320;0
6;1;1;1;1;1;1;2;0;3;1;5;78;72;69;73;82;368;0
2;1;0;1;1;1;0;0;1;3;0;1;64;55;50;42;53;264;0
6;1;1;1;1;1;1;2;2;3;1;5;68;100;77;74;100;407;0
6;1;1;1;1;1;1;2;1;2;1;5;68;71;69;60;85;342;0
5;1;1;1;1;1;1;2;1;3;0;5;70;100;75;81;88;410;0
6;1;1;1;1;1;1;3;1;2;1;5;77;79;76;66;82;375;0
6;1;1;1;1;1;1;3;2;3;1;5;66;71;61;66;81;336;0
6;1;1;1;1;1;0;1;1;2;1;5;64;67;64;59;73;321;0
5;1;1;1;1;0;1;2;1;3;0;5;75;77;74;79;88;386;0
6;1;1;1;1;1;1;3;2;2;1;5;65;68;64;69;79;337;0
4;1;1;1;1;1;1;2;1;3;1;5;74;81;78;74;86;387;0
5;1;1;1;1;1;1;2;2;2;0;5;68;62;61;59;100;327;0
4;1;1;1;1;1;1;2;1;1;0;1;80;84;100;76;82;424;0
4;1;1;1;1;1;1;3;2;1;0;5;78;81;100;80;82;423;0
6;1;1;1;1;1;1;2;2;1;1;5;56;64;54;46;81;285;0
6;1;1;1;1;1;0;1;1;1;1;5;65;70;68;61;86;338;0
4;1;1;1;1;1;1;2;2;2;1;5;54;75;63;72;83;337;0
4;1;0;1;0;1;0;2;1;1;0;5;79;75;71;74;100;383;0
4;1;1;1;1;1;1;2;1;2;0;5;65;73;66;65;69;337;0
5;1;1;1;1;1;1;2;2;2;0;5;65;65;61;63;78;323;0
4;1;1;1;1;1;1;3;1;2;0;5;70;71;71;71;84;359;0
4;1;1;1;1;1;1;2;1;3;0;5;73;78;66;66;77;356;0
4;1;1;1;1;1;1;3;2;1;0;5;68;66;63;64;74;330;0
4;1;1;1;1;1;1;2;2;3;1;5;70;75;67;100;100;398;0
6;1;1;1;1;1;1;2;2;3;1;5;59;65;57;39;81;285;0
5;1;1;1;1;1;0;2;1;2;1;5;73;100;73;73;100;407;0
6;1;1;1;1;1;1;2;1;3;1;5;69;71;64;61;84;338;0
3;1;0;1;1;1;1;3;0;3;0;5;61;57;55;47;63;278;0
6;1;1;1;1;1;1;2;1;2;1;5;70;64;60;50;85;314;0
4;1;1;1;1;1;0;0;2;3;1;5;68;69;62;69;88;343;0
3;1;1;1;0;1;0;2;1;1;0;1;63;69;64;62;78;328;0
6;1;1;1;1;1;1;2;1;2;0;5;58;74;74;69;74;346;0
3;1;1;1;1;1;1;3;0;3;0;1;54;47;51;37;58;240;2
3;1;1;1;1;0;1;2;2;3;0;1;52;65;60;60;60;297;0
6;1;1;1;1;1;1;2;0;0;1;5;69;70;71;59;78;340;0
6;1;1;1;1;1;1;2;0;3;1;5;64;64;66;56;83;320;0
5;1;1;1;1;1;0;3;0;3;0;5;73;70;72;57;88;348;0
5;1;1;1;1;1;1;2;2;3;1;5;67;76;73;60;82;350;0
5;1;1;1;1;1;1;3;1;2;1;5;67;70;71;61;100;349;0
4;1;1;1;1;1;1;2;2;2;1;5;67;69;72;65;75;344;0
5;1;1;1;1;1;0;3;1;2;0;1;66;71;70;71;78;351;0
3;1;1;1;1;1;0;3;1;2;0;1;63;43;45;57;53;260;0
3;1;1;1;1;1;0;0;1;2;0;1;55;53;50;48;55;259;0
4;1;1;1;1;0;0;3;1;2;0;5;61;49;57;59;80;292;0
5;1;1;1;1;1;1;2;1;3;1;5;67;84;74;69;84;372;0
6;1;1;1;1;1;1;2;1;2;1;5;65;73;67;62;88;342;0
5;1;1;1;1;1;1;1;2;3;0;5;66;100;68;72;85;386;0
5;1;1;1;1;1;1;2;2;1;0;5;72;78;69;80;87;378;0
5;1;1;1;1;1;1;3;2;2;1;5;72;69;66;72;88;356;0
5;1;1;1;1;1;0;3;1;3;0;5;70;100;68;76;82;394;0
5;1;1;1;1;1;1;2;1;2;1;5;71;82;71;71;74;369;0
5;1;1;1;1;1;1;3;1;2;0;5;69;75;71;68;82;358;0
6;1;1;1;1;1;1;2;1;2;1;5;72;63;64;75;77;346;0
3;1;1;1;1;1;1;3;1;3;0;5;68;71;67;70;82;350;0
5;1;1;1;1;1;1;3;1;2;1;5;68;55;60;60;81;312;0
6;1;1;1;1;1;1;3;1;3;1;5;100;72;68;78;85;400;0
4;1;1;1;1;0;1;3;1;2;1;5;71;75;62;74;100;364;0
6;1;1;1;1;1;1;2;2;3;1;5;63;61;53;63;76;306;0
5;1;1;1;1;1;1;1;1;0;1;5;67;60;58;62;82;317;0
5;1;1;1;1;1;1;3;1;2;0;5;72;70;73;75;85;367;0
5;1;1;1;1;1;1;1;2;2;0;1;60;52;53;51;55;270;0
3;1;1;1;1;1;1;3;0;3;0;1;61;61;52;51;71;287;0
3;1;1;1;1;1;0;2;1;2;0;5;77;78;74;73;83;380;0
3;1;1;1;1;0;0;2;1;0;0;1;70;63;62;62;73;325;0
3;1;1;1;1;1;0;2;2;3;0;5;77;73;70;68;80;363;0
5;1;1;1;1;1;1;3;1;2;0;5;71;73;65;57;76;336;0
6;1;1;1;1;1;1;3;1;2;1;5;79;81;75;76;79;389;0
6;1;1;1;1;1;1;3;2;2;1;5;63;71;66;61;82;333;0
4;1;1;1;1;1;0;2;1;3;0;5;71;81;72;75;77;375;0
3;1;1;1;1;1;1;3;2;3;1;5;73;71;68;74;85;363;0
4;1;1;1;1;1;1;2;0;1;1;5;68;100;71;72;85;392;0
2;1;1;1;1;1;0;3;1;2;0;5;77;56;63;72;61;333;0
4;1;0;1;1;1;0;3;1;1;1;5;75;76;74;77;100;387;0
6;1;1;1;1;1;0;2;1;2;1;5;64;69;63;63;100;337;0
3;1;1;1;1;1;1;3;1;1;0;5;61;68;64;45;66;300;0
6;1;1;1;1;1;0;1;1;2;0;5;69;71;67;73;82;355;0
3;1;1;1;1;1;1;3;1;3;0;1;59;59;60;37;49;267;0
3;1;1;1;1;1;1;3;1;3;1;5;63;64;56;55;79;305;0
3;1;1;1;0;0;1;0;1;3;0;1;40;58;40;39;64;229;2
3;1;1;1;0;1;0;0;1;0;0;1;61;52;55;51;70;280;0
6;1;1;1;1;1;1;1;1;1;0;1;62;64;61;56;65;305;0
3;0;1;1;0;1;0;0;0;2;0;5;71;100;76;84;80;413;0
4;1;1;1;1;1;1;2;2;1;0;1;75;66;69;70;70;350;0
4;1;1;1;1;1;0;1;1;1;0;0;41;47;43;32;46;206;2
3;1;1;1;0;1;0;1;0;2;0;1;55;53;50;57;42;264;0
3;1;1;1;1;0;1;2;2;2;0;0;54;52;51;41;69;255;0
5;1;1;1;1;1;0;3;1;1;1;5;70;82;69;71;84;369;0
6;1;1;1;1;1;0;3;1;2;1;5;78;75;75;71;82;377;0
6;1;1;1;1;1;0;2;1;1;1;5;75;78;76;82;85;392;0
4;1;1;1;1;1;1;3;1;3;1;5;69;65;62;66;79;333;0
3;1;1;1;1;1;0;3;1;2;0;1;67;75;69;64;67;343;0
1;1;0;0;1;0;0;0;1;3;0;4;52;53;47;49;55;253;0
6;1;1;1;1;1;1;3;1;2;0;0;71;75;71;77;75;368;0
6;1;1;1;1;1;1;3;1;2;0;0;74;73;64;77;82;364;0
2;1;1;1;0;1;0;0;1;2;0;1;59;64;60;52;62;295;0
6;1;1;1;1;1;1;2;2;3;1;5;65;70;69;79;82;358;0
3;1;1;1;1;1;1;3;1;3;0;5;66;64;74;69;77;345;0
3;1;1;1;1;1;1;2;2;3;1;5;52;65;49;43;53;262;0
3;1;1;1;1;1;1;2;1;2;1;5;71;79;69;70;86;367;0
3;1;1;1;1;0;0;2;2;2;0;4;67;62;59;71;64;323;0
5;1;1;1;1;1;1;3;2;3;0;1;73;100;74;100;83;432;0
4;1;1;1;0;0;1;0;2;2;0;1;59;62;52;57;73;293;0
6;1;1;1;1;1;1;3;1;1;1;5;64;59;60;55;76;304;0
6;1;1;1;1;1;1;3;1;2;1;5;73;66;64;72;83;349;0
5;1;1;1;1;1;0;3;1;3;0;5;73;70;61;69;80;346;0
6;1;1;1;1;1;1;2;1;3;1;5;68;70;66;70;100;355;0
4;1;1;1;1;1;1;0;1;1;0;5;72;76;73;71;82;368;0
2;1;1;1;1;1;0;1;1;2;0;4;54;56;53;46;61;265;0
5;1;1;1;1;1;1;0;1;4;0;5;72;74;68;60;85;349;0
5;1;1;1;1;1;1;2;2;3;0;5;74;72;75;81;100;387;0
4;1;1;1;1;1;0;2;2;3;1;5;59;66;65;60;73;317;0
6;1;1;1;1;1;1;2;1;2;0;5;67;68;59;57;100;328;0
5;1;1;1;1;1;1;2;1;2;0;5;70;80;100;100;100;442;0
5;1;1;1;1;1;1;2;1;2;1;5;71;84;72;76;85;382;0
6;1;1;1;1;1;1;2;1;2;1;5;54;67;56;56;79;299;0
4;1;1;1;1;0;1;2;1;3;1;5;69;57;58;64;75;315;0
6;1;1;1;1;1;1;3;2;2;1;5;82;79;78;73;100;398;0
6;1;1;1;1;1;1;3;1;2;1;5;60;48;47;59;76;276;0
5;1;1;1;1;1;1;1;1;2;0;5;74;79;71;70;84;372;0
4;1;1;0;1;1;0;2;1;2;0;1;67;62;68;67;64;329;0
1;1;1;0;0;0;0;2;1;0;0;1;65;65;66;71;75;337;0
1;1;1;1;1;1;0;2;1;2;0;1;75;73;66;65;65;347;0
3;1;1;1;1;1;0;2;1;1;0;1;70;65;58;58;65;315;0
6;1;1;1;1;1;1;3;1;2;1;5;73;100;73;80;84;408;0
6;1;1;1;1;1;1;2;1;2;1;5;75;68;72;71;86;363;0
6;1;1;1;1;1;1;2;1;3;0;5;75;100;71;72;100;405;0
3;1;1;1;1;1;1;1;1;2;0;1;57;52;47;39;45;242;2
3;1;0;1;1;1;0;3;1;2;0;1;75;78;74;78;76;381;0
4;1;1;1;1;1;1;3;2;2;1;5;65;74;67;63;82;342;0
3;1;1;1;0;1;0;2;1;2;0;5;72;73;75;70;73;363;0
4;1;1;1;1;1;1;3;1;2;1;5;62;50;60;61;82;300;0
5;1;1;1;1;1;1;3;2;2;0;5;74;75;66;62;66;345;0
6;1;1;1;1;1;1;3;2;2;1;5;53;58;62;59;79;298;0
4;1;1;1;1;1;0;3;2;2;1;5;64;74;67;76;84;357;0
2;1;1;1;1;0;0;2;1;2;0;1;69;70;67;69;51;337;0
5;1;1;1;1;1;1;2;0;3;0;5;71;74;69;75;82;365;0
4;1;1;1;1;1;1;3;2;2;1;5;68;100;71;82;100;409;0
5;1;0;1;1;1;0;2;0;2;0;5;77;79;78;81;82;395;0
5;1;1;1;1;1;1;3;1;2;0;5;69;63;59;69;74;328;0
6;1;1;1;1;1;1;2;1;3;1;5;55;60;61;52;86;296;0
6;1;1;1;1;1;1;3;1;3;1;5;71;71;65;63;82;343;0
6;1;1;1;1;1;1;3;2;2;1;5;73;70;69;71;83;358;0
3;1;1;1;1;1;1;1;1;3;0;1;68;74;70;57;64;335;0
4;1;1;1;1;0;0;2;2;2;0;1;72;83;72;80;100;393;0
2;1;0;1;1;1;1;3;1;2;0;5;72;80;77;72;74;376;0
3;1;1;1;0;1;0;0;0;2;0;5;67;56;54;49;59;283;0
3;1;1;1;1;1;1;3;2;3;0;5;70;76;75;78;73;373;0
3;1;1;1;1;1;1;3;2;2;0;5;78;83;79;81;88;404;0
5;1;1;1;1;1;1;3;2;0;1;5;75;79;73;79;81;384;0
6;1;1;1;1;1;1;2;2;2;0;5;67;64;67;68;80;338;0
6;1;1;1;1;1;1;3;2;3;1;5;71;80;74;78;88;383;0
6;1;1;1;1;1;1;2;1;2;0;5;72;100;79;75;100;415;0
6;1;1;1;1;1;0;2;1;2;0;5;71;68;67;60;84;339;0
5;1;1;1;1;1;1;3;1;3;1;5;70;65;59;66;79;330;0
4;1;1;1;1;1;1;2;2;3;0;5;78;83;74;77;87;393;0
5;1;1;1;1;0;1;3;2;3;0;5;66;68;63;65;72;330;0
3;1;1;1;1;1;1;1;2;1;0;1;80;75;67;74;81;373;0
4;1;1;1;1;1;1;2;1;2;0;5;62;56;54;56;76;292;0
5;1;1;1;1;1;1;3;1;2;1;5;69;100;70;72;88;393;0
5;1;1;1;1;1;1;3;2;3;1;5;54;55;56;56;82;287;0
6;1;1;1;1;1;0;2;2;2;1;5;64;56;55;62;83;305;0
5;1;1;1;1;1;1;3;1;3;1;5;76;74;71;78;100;383;0
5;1;1;1;1;1;1;3;2;3;1;5;56;62;59;42;74;281;0
5;1;1;1;1;1;1;3;1;2;0;5;66;60;55;71;77;320;0
6;1;1;1;1;1;1;3;1;2;1;5;68;67;68;78;85;357;0
5;1;1;1;1;1;1;3;2;3;1;5;70;67;64;76;82;351;0
5;1;1;1;1;1;1;2;2;3;1;5;73;68;63;71;79;348;0
4;1;1;1;1;1;1;2;2;3;0;5;63;68;64;60;76;323;0
4;1;1;1;1;1;1;2;1;2;0;5;63;62;59;61;82;314;0
6;1;1;1;1;1;1;3;2;1;1;5;59;51;58;46;74;275;0
4;1;1;1;1;1;0;2;1;2;1;5;70;64;58;65;84;329;0
4;1;1;1;1;1;0;3;1;0;0;5;64;57;64;64;77;317;0
2;1;0;0;0;0;0;2;1;2;0;2;38;64;60;60;59;279;0
5;1;1;1;1;1;1;2;1;3;1;5;78;75;73;67;86;371;0
4;1;1;1;1;1;1;2;1;2;0;4;70;77;74;71;83;369;0
4;1;1;1;1;1;1;2;0;2;0;1;66;78;67;65;73;347;0
3;1;1;1;1;0;1;2;1;3;0;5;59;63;57;59;66;300;0
5;1;1;1;1;1;1;2;1;3;1;5;78;73;70;82;83;382;0
6;1;1;1;1;1;1;1;2;2;1;5;61;70;60;59;69;315;0
6;1;1;1;1;0;0;0;1;3;1;5;53;59;49;47;72;268;0
6;1;1;1;1;1;1;3;2;2;1;5;68;66;68;68;80;342;0
2;1;1;1;1;1;0;2;1;3;0;5;67;69;63;60;69;325;0
4;1;1;1;1;1;1;2;1;2;0;1;77;77;68;70;70;364;0
3;1;0;1;1;1;1;2;1;1;0;1;59;54;53;60;69;287;0
6;1;1;1;1;1;1;1;2;3;1;5;66;63;63;63;73;322;0
4;1;1;1;1;1;1;2;2;3;0;1;67;73;72;69;65;349;0
4;1;1;1;1;1;0;2;2;2;1;5;75;81;76;69;100;386;0
4;1;1;1;1;1;1;0;2;3;0;5;66;47;33;61;74;267;0
4;1;1;1;1;1;1;1;1;0;0;5;62;62;60;58;65;304;0
5;1;1;1;1;1;1;3;1;0;0;5;71;78;71;68;66;358;0
3;1;1;1;1;1;0;0;1;1;0;5;65;71;68;68;71;341;0
4;1;1;1;1;1;1;3;2;2;0;5;70;76;61;75;77;355;0
4;1;1;1;1;1;1;1;1;0;0;5;68;80;100;66;67;388;0
5;1;1;1;1;1;1;3;2;1;0;5;67;61;54;62;75;310;0
5;1;1;1;1;1;1;2;2;3;1;5;68;72;58;55;79;322;0
0;1;1;1;1;1;1;3;0;2;1;5;67;100;69;70;82;385;0
5;1;1;1;1;1;0;2;2;1;1;5;64;71;55;57;76;314;0
6;1;1;1;1;1;1;2;1;1;1;5;70;73;70;74;84;363;0
4;1;1;1;1;1;0;3;1;2;0;5;78;72;73;83;88;387;0
6;1;1;1;1;1;0;3;2;3;1;5;64;69;68;65;85;340;0
4;1;1;1;1;1;1;3;2;3;1;5;78;72;65;61;86;352;0
6;1;1;1;1;1;0;1;1;2;1;5;65;68;62;59;81;324;0
4;1;1;1;1;1;1;3;1;3;1;5;75;76;74;76;85;380;0
6;1;1;1;1;1;1;2;2;3;1;5;68;66;70;73;83;352;0
3;1;1;1;1;1;0;3;1;1;0;1;50;58;55;54;58;273;0
5;1;1;1;0;1;1;3;1;1;0;1;68;54;59;59;67;303;0
3;1;1;1;1;1;0;2;2;3;0;1;75;68;74;69;80;361;0
3;1;1;1;0;1;0;2;2;2;0;1;73;69;66;70;67;347;0
2;1;1;0;0;1;0;0;1;0;0;1;73;72;72;63;65;348;0
0;1;1;1;1;0;0;2;1;1;0;1;34;37;39;31;43;179;2
5;1;1;1;1;1;1;1;1;2;1;5;79;66;65;70;85;356;0
6;1;1;1;1;1;1;1;0;1;1;5;72;78;70;69;86;367;0
6;1;1;1;1;1;1;3;2;3;1;5;70;65;62;65;83;334;0
4;1;1;1;1;0;0;0;1;2;0;1;61;43;45;59;51;260;0
4;1;1;1;1;1;0;1;2;3;0;5;68;60;52;59;60;299;0
6;1;1;1;1;1;1;1;2;3;1;5;66;60;64;68;80;328;0
3;1;1;1;0;1;0;2;0;2;0;5;77;84;73;72;84;385;0
4;1;1;1;1;1;0;2;1;2;0;5;63;59;60;70;62;315;0
3;1;1;1;1;1;1;2;2;2;0;5;71;66;69;72;88;355;0
5;1;1;1;1;1;1;2;2;2;0;5;60;74;65;69;78;339;0
2;1;1;0;0;0;0;1;0;3;0;1;71;76;74;75;83;373;0
4;1;1;1;1;1;1;2;1;3;0;5;70;67;57;64;61;321;0
0;1;1;1;1;1;1;0;1;3;1;5;75;76;74;71;85;374;0
6;1;1;1;1;1;1;3;0;2;1;5;61;59;57;52;77;294;0
5;1;1;1;1;1;1;3;1;3;1;5;57;65;58;55;84;303;0
6;1;1;1;1;1;0;3;1;2;1;5;61;67;66;47;86;311;0
6;1;1;1;1;1;1;1;1;3;1;5;77;100;68;67;80;391;0
6;1;1;1;1;1;1;3;2;2;1;5;77;80;75;82;84;395;0
6;1;1;1;1;1;1;3;1;2;1;5;68;67;70;74;83;354;0
6;1;1;1;1;1;1;2;2;2;1;5;76;68;69;62;83;349;0
5;1;1;1;1;1;1;3;1;1;0;5;68;66;67;63;78;335;0
4;1;1;1;1;1;1;2;1;3;1;5;68;74;69;64;86;350;0
4;1;1;1;1;1;1;3;1;3;1;5;59;59;60;66;77;311;0
5;1;1;1;1;1;1;2;1;2;1;5;74;75;72;65;85;363;0
5;1;1;1;1;1;0;3;2;3;0;5;74;74;68;71;100;370;0
5;1;1;1;1;1;1;1;1;2;1;5;72;80;72;69;88;372;0
4;1;1;1;1;1;1;3;1;2;0;5;73;74;79;72;86;377;0
4;1;1;1;1;1;1;2;1;2;1;5;74;78;74;79;82;383;0
2;1;1;1;1;0;1;1;2;2;0;1;49;55;52;49;42;253;0
6;1;1;1;1;1;1;3;1;3;1;5;75;76;76;76;100;388;0
5;1;1;1;1;1;1;2;1;2;1;5;82;75;72;69;88;378;0
6;1;1;1;1;1;1;3;1;3;1;5;57;64;50;56;85;295;0
6;1;1;1;1;1;0;3;2;2;1;5;74;72;72;78;100;380;0
4;1;1;1;1;1;0;3;2;3;0;1;71;66;67;66;73;340;0
3;1;1;1;1;1;0;3;0;2;0;1;72;74;72;77;81;372;0
3;1;1;1;0;1;1;2;1;2;0;1;76;71;63;60;74;340;0
3;1;1;1;1;0;0;2;1;2;0;5;78;75;71;77;82;379;0
3;1;1;1;1;1;0;2;0;1;0;1;67;75;70;62;69;343;0
3;1;1;1;1;1;0;3;2;3;0;1;66;67;60;70;76;333;0
2;1;1;1;1;1;1;0;0;2;0;1;57;53;60;55;54;280;0
4;1;1;1;1;1;1;2;1;3;0;5;60;61;60;59;53;297;0
6;1;1;0;1;1;0;2;0;3;1;5;70;68;59;67;83;337;0
4;1;1;1;1;1;1;2;1;2;1;5;75;74;72;74;88;374;0
5;1;1;1;0;1;0;3;1;2;1;5;78;74;69;71;86;370;0
6;1;1;1;1;1;0;2;1;3;1;5;71;76;69;72;83;364;0
6;1;1;1;1;1;1;2;0;3;1;5;71;74;62;74;80;355;0
6;1;1;1;1;1;1;2;2;1;1;5;66;77;77;77;88;377;0
4;1;1;1;1;1;1;2;2;3;1;5;71;74;68;63;81;350;0
5;1;1;1;1;0;1;2;1;3;1;5;76;70;69;73;80;363;0
4;1;0;1;1;1;1;3;1;2;1;5;72;71;75;59;86;353;0
4;1;1;1;1;1;0;2;1;3;0;5;54;64;66;68;64;315;0
4;1;1;1;1;1;0;2;1;3;0;5;73;81;72;69;73;368;0
4;1;1;1;1;1;0;3;1;2;0;5;60;59;58;58;79;302;0
4;1;1;1;1;1;0;2;1;2;0;5;66;73;69;63;76;342;0
2;1;1;1;1;1;0;3;1;3;0;1;55;41;47;42;72;241;2
6;1;1;1;1;1;1;3;1;2;1;5;67;71;66;63;82;340;0
6;1;1;1;1;1;1;2;1;2;1;5;67;71;67;64;85;343;0
3;1;1;1;1;1;1;1;1;3;0;5;72;75;79;79;79;382;0
3;1;1;1;1;1;1;2;1;2;1;5;71;75;76;72;84;372;0
6;1;1;1;1;1;1;2;2;2;1;5;48;61;58;59;83;293;0
5;1;1;1;1;1;1;3;1;2;1;5;75;79;73;74;80;378;0
6;1;1;1;1;1;1;1;1;3;1;5;72;77;76;69;100;378;0
6;1;1;1;1;1;1;2;2;2;1;5;64;65;60;58;77;315;0
6;1;1;1;1;1;1;3;0;2;1;5;68;62;56;38;82;290;0
2;1;1;1;0;1;0;1;1;3;0;1;74;82;74;73;74;378;0
4;1;1;1;1;1;1;3;1;3;0;5;70;77;72;67;80;361;0
5;1;1;1;1;1;1;2;1;2;1;5;68;73;67;65;82;347;0
5;1;1;1;1;1;1;3;2;3;1;5;63;66;58;70;75;325;0
4;1;1;1;1;1;0;3;2;2;0;5;70;64;63;61;83;330;0
6;1;1;1;1;1;1;3;2;3;0;5;49;51;44;47;100;259;0
6;1;1;1;1;1;1;3;2;2;0;5;42;53;43;37;67;228;2
6;1;1;1;1;1;1;3;0;3;0;5;64;54;60;64;74;308;0
5;1;1;1;1;1;1;2;2;2;1;5;74;79;75;80;86;388;0
6;1;1;1;1;1;1;3;1;3;1;5;64;72;61;52;79;318;0
6;1;1;1;1;1;1;3;1;3;1;5;74;70;70;72;83;362;0
5;1;1;1;1;1;1;2;1;2;1;5;77;72;73;82;81;382;0
4;1;1;1;1;1;1;3;2;3;0;5;70;68;74;77;77;363;0
4;1;1;1;1;0;1;2;1;3;0;1;70;73;68;62;66;340;0
5;1;1;1;1;1;1;3;2;2;0;5;75;77;75;78;82;383;0
4;1;1;1;1;1;1;2;1;3;0;5;76;100;76;78;86;414;0
4;1;1;1;1;1;0;2;1;3;0;5;66;73;73;77;73;362;0
3;1;0;1;0;1;0;2;1;1;0;1;83;70;74;75;72;376;0
5;1;1;1;1;1;1;2;1;3;1;5;73;62;70;68;88;349;0
5;1;1;1;1;0;0;3;1;1;1;5;70;63;58;73;84;337;0
